col1	col2
4.955972988547332	Tumor
6.981643766971669	Tumor
6.702970536586272	Tumor
0.7179121696444288	Tumor
7.02276172596934	Tumor
5.06619254401226	Tumor
7.0449743595276	Tumor
7.436922206031592	Tumor
6.412112515149655	Tumor
7.2223495906916515	Tumor
7.246604753157215	Tumor
7.080613964030422	Tumor
7.577301925718042	Tumor
8.095761474843881	Tumor
6.803734629034294	Tumor
3.582929273137852	Tumor
9.159961628502618	Tumor
7.06982029576707	Tumor
7.931786457528647	Tumor
6.797221842124287	Tumor
7.603385257548614	Tumor
8.186838253598216	Tumor
7.357225601928967	Tumor
7.345944520910398	Tumor
5.872213143975773	Tumor
7.659846086897993	Tumor
7.3180411119881565	Tumor
6.870251272436055	Tumor
8.71565832331376	Tumor
8.135989846977806	Tumor
6.377677323995343	Tumor
7.434332152899974	Tumor
9.302470542426526	Tumor
6.105474849392301	Tumor
7.2869947777202055	Tumor
6.663805707074271	Tumor
5.343535740324862	Tumor
7.421705519826027	Tumor
5.120886879299346	Tumor
3.308550185190573	Tumor
5.816315542373863	Tumor
0.5764737651048308	Tumor
7.1842435917271965	Tumor
7.873613903730966	Tumor
7.898840783878323	Tumor
6.553431161711341	Tumor
6.565621545497065	Tumor
8.65893122229766	Tumor
8.645822684965458	Tumor
5.652208254532362	Tumor
4.497382435736466	Tumor
7.783598742871279	Tumor
4.674895609161771	Tumor
7.5163256587374345	Tumor
7.34898392227367	Tumor
7.044894603998129	Tumor
8.580310582738615	Tumor
7.175214192658802	Tumor
4.562053105783962	Tumor
7.821649633834837	Tumor
7.700584673966052	Tumor
7.754626324004738	Tumor
7.4955232887817616	Tumor
3.4933783405414616	Tumor
6.504623570142434	Tumor
8.354558387574288	Tumor
7.108748161707837	Tumor
6.988425660001097	Tumor
8.123622228841416	Tumor
7.120991563130851	Tumor
3.5290837971332714	Tumor
6.742201629974886	Tumor
6.501033031453185	Tumor
3.1441279677073304	Tumor
6.060151170946765	Tumor
8.398666318662713	Tumor
1.7649405731256065	Tumor
2.598436671273523	Tumor
6.918052238602539	Tumor
8.148643848840345	Tumor
6.938177562169122	Tumor
3.089532048350667	Tumor
5.465517429889054	Tumor
7.096145869345758	Tumor
7.843042922217586	Tumor
5.412300546823973	Tumor
5.8214984885932735	Tumor
6.812794691804863	Tumor
7.701890007216733	Tumor
6.619216372771947	Tumor
8.387939765319993	Tumor
7.7256518713099815	Tumor
8.183114279706123	Tumor
7.188559175581363	Tumor
6.762126865934196	Tumor
7.560700435754296	Tumor
6.562028675788814	Tumor
8.058535134783694	Tumor
8.024023187844845	Tumor
8.381517860617869	Tumor
7.090524256928413	Tumor
7.368892292638217	Tumor
7.6642289526232155	Tumor
7.66501251825926	Tumor
5.082195888255106	Tumor
6.614140014268108	Tumor
5.705115343396587	Tumor
3.8376203649152734	Tumor
7.441711704543605	Tumor
6.672493231905434	Tumor
5.387334966125975	Tumor
6.38867001100282	Tumor
2.7343519500801063	Tumor
7.246740598493143	Tumor
6.4132318739155085	Tumor
6.937845763969265	Tumor
6.309279888373756	Tumor
7.097540219135108	Tumor
5.484421743098639	Tumor
8.547017122326126	Tumor
7.316682488668742	Tumor
8.291776204792498	Tumor
7.1697175991227855	Tumor
7.2895707583185345	Tumor
7.860062694428947	Tumor
7.871848575738065	Tumor
7.722341012808584	Tumor
7.44468031710289	Tumor
1.6012686357255512	Tumor
5.7237332906382585	Tumor
4.960191961308764	Tumor
2.471707725463265	Tumor
7.511607191153511	Tumor
7.274847753548504	Tumor
6.5069715936854005	Tumor
5.50206958932812	Tumor
5.866161222364895	Tumor
8.488961604587464	Tumor
8.419085449975139	Tumor
7.66596971094141	Tumor
8.12340392273518	Tumor
7.294702529923104	Tumor
6.763966554720058	Tumor
7.29670701240039	Tumor
1.6796039548362183	Tumor
6.979466353354757	Tumor
6.681194831537352	Tumor
7.165832568431933	Tumor
6.539284459720523	Tumor
8.198838383138002	Tumor
0.07983888066667044	Tumor
7.677971871031432	Tumor
7.721756114918183	Tumor
7.342073778818562	Tumor
8.158358235985682	Tumor
6.696612892544577	Tumor
5.61452434282747	Tumor
7.745178159978747	Tumor
6.6376276335748035	Tumor
7.377624405173567	Tumor
5.666606066636466	Tumor
5.077836877306182	Tumor
7.9098630897983595	Tumor
7.925461867062393	Tumor
6.989862217709698	Tumor
6.56219204351458	Tumor
8.579383073198905	Tumor
6.849187390050467	Tumor
7.636912405874174	Tumor
6.846632463885099	Tumor
0.12008647067252551	Tumor
5.86918788839212	Tumor
4.7881479925114565	Tumor
5.620296082848735	Tumor
7.272980560977765	Tumor
6.840168622080432	Tumor
2.6713386683180933	Tumor
8.032193433703908	Tumor
6.632758241370576	Tumor
8.41245510406011	Tumor
7.49043134138508	Tumor
7.611300764745217	Tumor
5.101448380489909	Tumor
8.123774299356144	Tumor
7.82043300758013	Tumor
7.213403666286831	Tumor
5.840317194519483	Tumor
7.611980128033477	Tumor
8.255219342408354	Tumor
6.785742776216074	Tumor
6.863206265372333	Tumor
8.002120217381776	Tumor
7.08352932216469	Tumor
6.794617309701314	Tumor
7.859339100802866	Tumor
6.93931004283978	Tumor
2.099564527163197	Tumor
6.418748226324416	Tumor
6.746694352871739	Tumor
7.273189493382429	Tumor
7.242104183276273	Tumor
6.072588190668184	Tumor
7.826254834011135	Tumor
6.439822574698769	Tumor
6.178975513571536	Tumor
8.346571794378345	Tumor
7.665950530687099	Tumor
7.619693246553126	Tumor
0.3787335592653803	Tumor
7.825636822788304	Tumor
7.57619936984841	Tumor
7.724160468930152	Tumor
7.4474767099887815	Tumor
6.389198519601838	Tumor
5.657917200087866	Tumor
7.811517912219122	Tumor
7.079733300642452	Tumor
3.686063450445188	Tumor
6.435240200805359	Tumor
7.487856912050705	Tumor
7.635804443686762	Tumor
8.811639604836854	Tumor
7.706176880379601	Tumor
5.953174427398576	Tumor
2.8631058861760574	Tumor
